0$, altså via e-post$, altså via e-post$1
317$og flyvningene ut av$og flyvningene ut av$1
318$og barnehagene i Oslo$og barnehagane i Oslo$1
319$over halvveis , sier$over halvvegs , seier$1
320$det lederen for Representantenes$det leiaren for Representantenes$1
321$avsløringen av Calderwoods hyttetur$avsløringa av Calderwoods hyttetur$1
322$tilby undervisning i klasserommet$tilby undervisning i klasserommet$1
323$Koronapandemien har ført til$Koronapandemien har ført til$0
324$blant annet i Birmingham$mellom anna i Birmingham$1
325$om hvordan livet i$om korleis livet i$1
326$definere hvor i verdikjeden$definera kvar i verdikjeda$1
327$etter det NRK har$etter det NRK har$1
328$det være mulig å$det vera mogleg å$1
329$hytteforbudet er det mange$hytteforbodet er det mange$1
330$forteller at han kjenner$fortel at han kjenner$1
331$, sier oppvekstog utdanningsdirektør$, seier oppvekstog utdanningsdirektør$1
332$ikke kvalitetssikre en slik$ikkje kvalitetssikre ein slik$1
333$Legemiddelverket sier det er$Legemiddelverket seier det er$1
334$Oslo er skolebyråd Inga$Oslo er skulebyråd Inga$1
335$er greit å slippe$er greitt å sleppa$1
336$være mulig å reise$vera mogleg å reisa$1
337$Venstre , Guri Melby$Venstre , Guri Melby$1
338$tekstmelding fra Oslo kommune.$tekstmelding frå Oslo kommune.$2
339$en hardt presset reiselivsnæring$ei hardt pressa reiselivsnæring$1
340$påskeferien , enten til$påskeferien , enten til$1
341$har benyttet maskene på$har nytta maskene på$1
342$i Nordland på så$i Nordland på så$1
343$er glad for at$er glad for at$1
344$ett døgn , sier$eitt døgn , seier$1
345$er i strid med$er i strid med$1
346$med informasjon , slik$med informasjon , slik$1
347$vært en kortere periode$vore ein kortare periode$1
348$store snøfall har det$store snøfall har det$1
349$du vil ha på$du vil ha på$1
350$fremskriving av en FHI-modell$fremskriving av ein FHI-modell$1
351$gjorde det klart at$gjorde det klart at$1
352$stedet , sier Kaalaas.$staden , seier Kaalaas.$2
353$påske , så ser$påske , så ser$1
354$30 år på norske$30 år på norske$1
355$har kommet til Universitetssykehuset$har komme til Universitetssjukehuset$1
356$ut dette fôret er$ut dette fôret er$1
357$returnert til arbeid ,$returnerte til arbeid ,$1
358$snakket slik i et$snakka slik i eit$1
359$regjeringen skal bidra til$regjeringa skal bidra til$1
360$Inga Marte Thorkildsen fast.$Inga Marte Thorkildsen fast.$2
361$dag er det demokraten$dag er det demokraten$1
362$dører og vinduer så$dører og vindauge så$1
363$allerede bestilt vårens og$allereie bestilt vårens og$1
364$kjempe for de 16$kjempa for dei 16$1
365$som hadde blitt smittet.$som hadde vorte smitta.$2
366$nå etterforske ulykken videre.$no etterforska ulykka vidare.$2
367$det vises i modellene$det blir vist i modellane$1
368$å dekke en stor$å dekka ein stor$1
369$det de trodde var$det dei trudde var$1
370$utstyret som det er$utstyret som det er$1
371$daglige pressekonferanser og det$daglege pressekonferansar og det$1
372$smittevernsutstyr har krevd 50$smittevernsutstyr har kravd 50$1
373$i gropa og alt$i gropa og alt$1
374$jobbet en stund med$jobba ei stund med$1
375$og beklaget , samtidig$og beklaga , samtidig$1
376$, seksjonssjef på barneintensivavdelingen$, seksjonssjef på barneintensivavdelingen$1
377$, men likevel svært$, men likevel svært$1
378$nordmenn fortsatt om å$nordmenn framleis om å$1
379$får medisinsk behandling i$får medisinsk behandling i$1
380$, og noen ganger$, og nokon gonger$1
381$Norwegian-aksjen på Oslo Børs.$Norwegian-aksjen på Oslo Børs.$2
382$den var så god$han var så god$1
383$kalde krigen våkner til$kalde krigen vaknar til$1
384$tegnes det opp et$blir det teikna opp eit$1
385$for barna , sier$for barna , seier$1
386$vil fortsette testing neste$vil halda fram testing neste$1
387$holde seg hjemme når$halda seg heime når$1
388$av pakkereise­arrangørenes tilbakebetaligns­frist fra$av pakkereisearrangøranes tilbakebetalignsfrist frå$1
389$Facebook-side gis det et$Facebook-side blir det gitt eit$1
390$bordet når han jobbet.$borda når han jobba.$2
391$hovedverneombud Nils Henrik Sanner$hovudverneombod Nils Henrik Sanner$1
392$å få tilsendt disse$å få tilsendt desse$1
393$unngå for store folkemengder$unngå for store folkemengder$1
394$Fasit på standplass i$Fasit på standplass i$0
395$mer saltknask enn man$meir saltknask enn ein$1
396$kan bite fra seg.$kan bita frå seg.$2
397$Den nye terminlisten gjør$Den nye terminlista gjer$1
398$bare et par måneder$berre eit par månader$1
399$fremover vil de jobbe$framover vil dei jobba$1
400$er mange ute ,$er mange ute ,$1
401$kunne stå der for$kunne stå der for$1
402$med å kalle konspirasjonsteoriene$med å kalla konspirasjonsteoriane$1
403$enkelte områder i Oslo$enkelte område i Oslo$1
404$var det lang kø$var det lang kø$1
405$etter å ha blitt$etter å ha vorte$1
406$vernemasker fra en falsk$vernemasker frå ein falsk$1
407$ofre de siste dagene$offer dei siste dagane$1
408$år kommet 653 centimeter$år komne 653 centimeter$1
409$at kvalifiseringsperioden åpnet i$at kvalifiseringsperioden opna i$1
410$Nord-Norge og deler av$Nord-Noreg og delar av$1
411$steppe inn i valgkampen$steppa inn i valkampen$1
412$er det slått to$er det slått to$1
413$til overs for konspirasjonsteorier$til overs for konspirasjonsteoriar$1
414$innføres forskjellige tiltak i$blir innført ulike tiltak i$1
415$og liten kuling så$og liten kuling så$1
416$å verifisert seg ,$å verifisert seg ,$1
417$Jørgen Brekke er først$Jørgen Brekke er først$1
418$kan komme til å$kan komma til å$1
419$og Verdens helseorganisasjon ta$og Verdshelseorganisasjonen ta$1
420$måneder med treningsnekt og$månader med treningsnekt og$1
421$slik praksis som eksempelet$slik praksis som dømet$1
422$selv om den ikke$sjølv om den ikkje$1
423$, sa konsernsjef Jacob$, sa konsernsjef Jacob$1
424$rolle i medisinsk behandling$rolle i medisinsk behandling$1
425$av persondata basert på$av persondata basert på$1
426$presisering av hvem regjeringen$presisering av kven regjeringa$1
427$landsmøte trolig bør holdes$landsmøte truleg bør haldast$1
428$stengte skoler og barnehager$stengde skular og barnehagar$1
429$UAKTUELT MED FULL SKOLEÅPNING$UAKTUELT MED FULL SKULEOPNING$0
430$barnehager har vært stengt$barnehagar har vore stengde$1
431$alvorlig syk , sier$alvorleg sjuk , seier$1
432$få folk til å$få folk til å$1
433$mitt var blitt kansellert.$mitt hadde vorte kansellert.$2
434$Munnbindene er laget av$Munnbinda er laga av$0
435$samtidig sørge for at$samtidig sørga for at$1
436$NRK skrev torsdag er$NRK skreiv torsdag er$1
437$, som gjør at$, som gjer at$1
438$Forsvarets forskningsinstitutt har testet$Forsvarets forskingsinstitutt har testa$0
439$store økonomiske problemer ,$store økonomiske problem ,$1
440$å utnytte ordningen skal$å utnytta ordninga skal$1
441$at ansatte har blitt$at tilsette har vorte$1
442$april er umulig ,$april er umogleg ,$0
443$dorullene fra den ene$dorullene frå den eine$1
444$i dag , og$i dag , og$1
445$vil YouTube nå ta$vil YouTube no ta$1
446$Brett Crozier skrev tidligere$Brett Crozier skreiv tidlegare$0
447$Vi har ikke kommet$Vi har ikkje komme$0
448$bekymrer oss , og$bekymrar oss , og$1
449$et kunstprosjekt , fikk$eit kunstprosjekt , fekk$1
450$også møtt med en$òg møtt med ein$1
451$delstater kommer til å$delstatar kjem til å$1
452$mange måter å jukse$mange måtar å juksa$1
453$Ytre Holmbukt i Tromsø.$Ytre Holmbukt i Tromsø.$2
454$kan være mindre folk$kan vera mindre folk$1
455$på hvilket symbol hans$på kva symbol hans$1
456$hittil blitt bekreftet smittet$hittil vorte stadfesta smitta$1
457$sier Løkke til NRK.$seier Løkke til NRK.$2
458$er fornøyd , men$er fornøgd , men$1
459$var at alt sammen$var at alt saman$1
460$venninnene får endelig tilfredsstilt$venninnene får endeleg tilfredsstilt$1
461$lite område i Henningsværstrømmen.$lite område i Henningsværstrømmen.$2
462$vi arbeider med er$vi arbeider med er$1
463$Det var tidlig onsdag$Det var tidleg onsdag$0
464$kommer til å ta$kjem til å ta$1
465$undervisning i klasserommet og$undervisning i klasserommet og$1
466$bruk av de ansatte$bruk av dei tilsette$1
467$mottok politiet melding om$fekk politiet melding om$1
468$annerledes i Sverige ,$forskjellige i Sverige ,$1
469$ansatte testes for koronavirus.$tilsette blir testa for koronavirus.$2
470$Du må trene på$Du må trena på$0
471$kjøpte maskene i god$kjøpte maskene i god$1
472$være den enkelte skolen$vera den enkelte skulen$1
473$tilbud til for eksempel$tilbod til til dømes$1
474$pengene tilbake , og$pengane tilbake , og$1
475$prøver å utnytte dette$prøvar å utnytta dette$1
476$for mange faller utenfor$for mange fell utanfor$1
477$kritikere i en rekke$kritikarar i ei rekke$1
478$lå et helikopter på$låg eit helikopter på$1
479$frykte mer å bli$frykta meir å bli$1
480$er preget av språklig$er prega av språkleg$1
481$med gjenåpning , sier$med gjenåpning , seier$1
482$tar farvel med en$tar farvel med ein$1
483$om at du registrerer$om at du registrerer$1
484$avhengig av naboene dine$avhengig av naboane dine$1
485$Tjenesten hjelper å se$Tenesta hjelper å sjå$0
486$i Trondheim , Camilla$i Trondheim , Camilla$1
487$Nord-Norge av en privat$Nord-Noreg av ein privat$1
488$Cathrine Calderwood ble tvunget$Cathrine Calderwood vart tvinga$0
489$politidistrikt er det lange$politidistrikt er det lange$1
490$bedt selskapene bak flere$bedne selskapa bak fleire$1
491$dyr , sier han.$dyr , seier han.$2
492$dette vil gå utover$dette vil gå utover$1
493$utleierne kommer til å$utleierne kjem til å$1
494$sykehus etter en trafikkulykke$sjukehus etter ei trafikkulykke$1
495$av mellom 150–200 ansatte$av mellom 150–200 tilsette$1
496$de plutselig fikk tips$dei plutseleg fekk tips$1
497$og andre ville dyr$og andre ville dyr$1
498$var uunnværlig , men$var uunnværlig , men$1
499$å holde barna hjemme.$å halda barna heime.$2
500$denne hybriden av dokumentarbok$denne hybriden av dokumentarbok$1
501$kan det gå tre$kan det gå tre$1
502$familien utendørs knappe 100$familien utandørs knappe 100$1
503$får bekymringer fra sykehus$får bekymringar frå sjukehus$1
504$snakket med piloten ,$snakket med piloten ,$1
505$barn astma , åtte$barn astma , åtte$1
506$, og de bryter$, og dei bryt$1
507$dyrene har fått for$dyra har fått for$1
508$holder daglige pressekonferanser og$held daglege pressekonferansar og$1
509$tillegg er det slått$tillegg er det slått$1
510$har flere pasienter rundt$har fleire pasientar rundt$1
511$de begynte å måle$dei byrja å måla$1
512$full eller delvis åpning$full eller delvis opning$1
513$det altså en ny$det altså ein ny$1
514$er det sitron ,$er det sitron ,$1
515$sidelengs skøytehopp over rullene.$sidelengs skøytehopp over rullane.$2
516$utlånt oksygenflaske snarest mulig$utlånte oksygenflaske snarast mogleg$1
517$trekker særlig fram kjempepandaen$trekkar særleg fram kjempepandaen$1
518$i full skala ,$i full skala ,$1
519$måneder skal også gjelde$månader skal òg gjelda$1
520$inn på sykehus uten$inn på sjukehus utan$1
521$sultne rein , før$svoltne reiner , før$1
522$lik og oppfattet som$lik og oppfatta som$1
523$at noen kan stille$at nokon kan stilla$1
524$med å lage tydelige$med å laga tydelege$1
525$produserer fabrikken i Arna$produserer fabrikken i Arna$1
526$Oslo ser man annerledes$Oslo ser ein annleis$1
527$Botanisk hage er stengt$Botanisk hage er stengd$1
528$hvordan barnet ble smittet$korleis barnet vart smitta$1
529$ankomst var det en$tilkomme var det ein$1
530$jeg kan ikke utelukke$eg kan ikkje sjå bort frå$1
531$de ansatte nå ,$dei tilsette no ,$1
532$det er vesentlig å$det er vesentleg å$1
533$kansellert , sier Mannion-Gibson$kansellerte , seier Mannion-Gibson$1
